Swimmer name,Year of birth,Country,Time,Splits,Date
"KOS, Hubert",2003,Hungary,2:08.15,"['27.26', '31.24', '39.22', '30.43']",15 Dec 2017
"DEAN, Tom",2000,Great Britain,2:08.16,"['28.33', '34.29', '35.65', '29.89']",4 Feb 2017
"JACKSON, Jacob",1998,Great Britain,2:08.16,"['26.44', '32.48', '39.48', '29.76']",17 Dec 2017
"KOLBE, Franz",1998,Germany,2:08.19,"['27.49', '33.17', '37.66', '29.87']",1 Jun 2017
"SARI, Peter",2002,Hungary,2:08.20,"['27.54', '32.59', '37.67', '30.40']",15 Dec 2017
"SALCZER, Ladislas",2000,France,2:08.21,"['27.16', '32.28', '38.33', '30.44']",26 May 2017
"LOKTEV, Denis",2000,Israel,2:08.25,[],28 Apr 2017
"LOGUE, Zak",1998,Great Britain,2:08.26,[],10 Mar 2017
"GARCIA CASADO, Juan Francisco",1999,Spain,2:08.27,"['27.48', '1:40.']",20 Mar 2017
"LIESS, Nils",1996,Switzerland,2:08.27,"['26.53', '32.71', '40.66', '28.37']",6 May 2017
"CAROZZO, Simone",1998,Italy,2:08.28,"['1:01.', '1:06.']",12 Feb 2017
"CATTABRIGA, Matteo",2000,Italy,2:08.28,"['27.90', '31.34', '38.79', '30.25']",7 May 2017
"JAKSCHE, Alexander",1998,Austria,2:08.29,"['26.89', '34.03', '37.03', '30.34']",16 Jul 2017
"SALADINI, Stefano",1997,Italy,2:08.31,"['27.11', '35.07', '36.29', '29.84']",22 Jul 2017
"SOFIANIDIS, Nikolaos",1998,Greece,2:08.32,"['58.69', '1:09.']",9 Apr 2017
"LOPES, Jose Paulo",2000,Portugal,2:08.33,"['27.47', '31.33', '39.32', '30.21']",23 Jul 2017
"GOLUBEV, Ivan",1999,Russia,2:08.10,"['26.83', '34.26', '37.86', '29.15']",21 Apr 2017
"STAUDINGER, Manuel",1999,Austria,2:08.11,[],26 Mar 2017
"CLAMPETT, Freddy",1998,Great Britain,2:08.11,[],29 Jul 2017
"PATELLI, Alessandro",1998,Italy,2:08.12,"['26.92', '33.15', '38.11', '29.94']",2 Aug 2017
"EREMENKO, Victor",1999,Russia,2:08.15,"['27.53', '32.65', '37.94', '30.03']",2 Jul 2017
"KOS, Hubert",2003,Hungary,2:08.15,"['27.26', '31.24', '39.22', '30.43']",15 Dec 2017
"DEAN, Tom",2000,Great Britain,2:08.16,"['28.33', '34.29', '35.65', '29.89']",4 Feb 2017
"JACKSON, Jacob",1998,Great Britain,2:08.16,"['26.44', '32.48', '39.48', '29.76']",17 Dec 2017
"KOLBE, Franz",1998,Germany,2:08.19,"['27.49', '33.17', '37.66', '29.87']",1 Jun 2017
"SARI, Peter",2002,Hungary,2:08.20,"['27.54', '32.59', '37.67', '30.40']",15 Dec 2017
"SALCZER, Ladislas",2000,France,2:08.21,"['27.16', '32.28', '38.33', '30.44']",26 May 2017
"LOKTEV, Denis",2000,Israel,2:08.25,[],28 Apr 2017
"LOGUE, Zak",1998,Great Britain,2:08.26,[],10 Mar 2017
"GARCIA CASADO, Juan Francisco",1999,Spain,2:08.27,"['27.48', '1:40.']",20 Mar 2017
"LIESS, Nils",1996,Switzerland,2:08.27,"['26.53', '32.71', '40.66', '28.37']",6 May 2017
"CAROZZO, Simone",1998,Italy,2:08.28,"['1:01.', '1:06.']",12 Feb 2017
"CATTABRIGA, Matteo",2000,Italy,2:08.28,"['27.90', '31.34', '38.79', '30.25']",7 May 2017
"JAKSCHE, Alexander",1998,Austria,2:08.29,"['26.89', '34.03', '37.03', '30.34']",16 Jul 2017
"SALADINI, Stefano",1997,Italy,2:08.31,"['27.11', '35.07', '36.29', '29.84']",22 Jul 2017
"SOFIANIDIS, Nikolaos",1998,Greece,2:08.32,"['58.69', '1:09.']",9 Apr 2017
"LOPES, Jose Paulo",2000,Portugal,2:08.33,"['27.47', '31.33', '39.32', '30.21']",23 Jul 2017
"BELL, William",2002,Great Britain,2:08.33,"['27.81', '33.16', '37.69', '29.67']",17 Dec 2017
"SEMYANINOV, Danil",1998,Russia,2:08.35,"['27.67', '33.34', '35.88', '31.46']",11 Apr 2017
"VASILYEV, Aleksei",1997,Russia,2:08.38,"['27.05', '32.88', '38.51', '29.94']",11 Apr 2017
"MULKERS, Lander",2000,Belgium,2:08.38,"['27.53', '32.87', '37.82', '30.16']",28 Jul 2017
"HEINTZ, Philip",1991,Germany,1:56.67,"['25.00', '29.91', '33.76', '28.00']",14 Apr 2018
"DESPLANCHES, Jeremy",1994,Switzerland,1:57.04,"['25.24', '29.57', '33.93', '28.30']",6 Aug 2018
"LITCHFIELD, Max",1995,Great Britain,1:57.62,"['25.91', '28.94', '34.74', '28.03']",5 Aug 2018
"SCOTT, Duncan W",1997,Great Britain,1:57.86,"['25.55', '30.32', '34.66', '27.33']",10 Apr 2018
"GONZALEZ DE OLIVEIRA, Hugo",1999,Spain,1:58.03,"['24.99', '29.80', '34.66', '28.58']",8 Apr 2018
"SZARANEK, Mark",1995,Great Britain,1:58.07,"['26.04', '29.73', '33.81', '28.49']",5 Aug 2018
"ZHILKIN, Andrey",1995,Russia,1:58.17,"['25.46', '29.84', '34.48', '28.39']",23 Apr 2018
"VAZAIOS, Andreas",1994,Greece,1:58.48,"['25.92', '29.41', '34.39', '28.76']",5 Aug 2018
"DEAN, Thomas",2000,Great Britain,1:59.17,"['25.97', '30.72', '33.98', '28.50']",6 Jul 2018
"SANTOS, Alexis Manacas",1992,Portugal,1:59.18,"['26.03', '30.37', '34.39', '28.39']",24 Mar 2018
"MAKOVICH, Semen",1995,Russia,1:59.27,"['25.21', '30.29', '34.21', '29.56']",23 Apr 2018
"ZENIMOTO HVAS, Tomoe",2000,Norway,1:59.58,"['25.03', '29.95', '35.05', '29.55']",8 Oct 2018
"VERRASZTO, David",1988,Hungary,1:59.65,"['26.33', '30.41', '34.16', '28.75']",1 Jul 2018
"BERNEK, Peter",1992,Hungary,1:59.67,"['26.11', '29.85', '1:03.']",29 Mar 2018
"TOUMARKIN, Yakov Yan",1992,Israel,1:59.69,[],25 Apr 2018
"RAZZETTI, Alberto",1999,Italy,1:59.72,"['25.45', '30.72', '34.69', '28.86']",12 Aug 2018
"OSIPENKO, Alexander",1995,Russia,1:59.76,"['25.98', '30.74', '35.03', '28.01']",23 Apr 2018
"LOPES, Gabriel Jose",1997,Portugal,1:59.80,"['25.92', '30.10', '34.31', '29.47']",24 Mar 2018
"WALLACE, Dan",1993,Great Britain,1:59.85,"['25.71', '30.97', '33.61', '29.56']",10 Apr 2018
"GUREVICH, Etay",1995,Israel,2:00.13,[],25 Apr 2018
"STUPIN, Maksim",2000,Russia,2:00.42,"['26.00', '30.66', '34.28', '29.48']",5 Jul 2018
"CECCON, Thomas",2001,Italy,2:00.43,"['25.72', '29.93', '35.46', '29.32']",12 Apr 2018
"SZABO, Norbert",1996,Hungary,2:00.43,"['25.90', '30.67', '34.70', '29.16']",19 May 2018
"SWITKOWSKI, Jan",1994,Poland,2:00.44,"['25.70', '30.87', '35.32', '28.55']",26 May 2018
"SJOEDIN, Simon",1986,Sweden,2:00.45,"['25.93', '30.43', '34.79', '29.30']",5 Aug 2018
"CARVALHO, Diogo Filipe",1988,Portugal,2:00.51,"['25.84', '31.03', '34.45', '29.19']",5 Aug 2018
"SORRISO, Giovanni",1992,Italy,2:00.55,"['26.73', '31.12', '34.08', '28.62']",12 Aug 2018
"SHUTTLEWORTH, Timothy",1997,Great Britain,2:00.56,"['26.59', '29.83', '35.79', '28.35']",8 Apr 2018
"KOLESNIKOV, Kliment",2000,Russia,2:00.69,"['25.26', '29.70', '35.94', '29.79']",29 Apr 2018
"CSEH, Laszlo",1985,Hungary,2:00.71,"['25.28', '30.32', '36.19', '28.92']",26 Jul 2018
"STUPIN, Maxim",2000,Russia,2:00.72,"['26.11', '30.02', '34.33', '30.26']",5 Aug 2018
"KNIPPING, Arjan",1994,Netherlands,2:00.84,"['26.08', '30.84', '34.03', '29.89']",5 Aug 2018
"TURRINI, Federico",1987,Italy,2:00.93,"['26.55', '30.08', '35.59', '28.71']",12 Apr 2018
"SOS, Daniel",1998,Hungary,2:00.93,"['26.48', '30.57', '35.43', '28.45']",19 May 2018
"GRATZ, Benjamin",1996,Hungary,2:00.94,"['26.21', '29.99', '1:04.']",28 Jun 2018
"CASTELLI, Xavier",1990,Great Britain,2:00.97,"['25.90', '30.57', '35.06', '29.44']",10 Apr 2018
"SPANOUDAKIS, Georgios",1994,Greece,2:01.08,[],12 May 2018
"BALLO, Stefano",1993,Italy,2:01.13,"['26.31', '31.85', '34.60', '28.37']",12 Apr 2018
"GENI, Simone",1992,Italy,2:01.18,"['25.54', '31.94', '34.69', '29.01']",12 Aug 2018
"GLESSI, Lorenzo",1998,Italy,2:01.30,"['25.79', '30.57', '35.56', '29.38']",1 Jul 2018
"SANCHEZ TORRENS, Marc",1992,Spain,2:01.32,"['25.95', '30.79', '35.24', '29.34']",8 Apr 2018
"PUIG GARRICH, Albert",1994,Spain,2:01.34,"['25.81', '31.03', '35.02', '29.48']",9 Apr 2018
"MINNICAN, Fraser",1995,Great Britain,2:01.43,"['26.68', '31.20', '35.21', '28.34']",8 Apr 2018
"POPRAWA, Michal",1994,Poland,2:01.43,"['26.14', '31.36', '35.29', '28.64']",26 May 2018
"HEIDTMANN, Jacob",1994,Germany,2:01.46,"['26.48', '31.43', '35.05', '28.50']",15 Apr 2018
"HINTZE, Johannes",1999,Germany,2:01.47,"['26.01', '32.05', '35.05', '28.36']",15 Apr 2018
"LITCHFIELD, Joe",1998,Great Britain,2:01.49,"['26.61', '30.48', '35.92', '28.48']",28 Jul 2018
"ZAYTSEV, Danil",2002,Russia,2:01.60,"['26.85', '30.93', '34.64', '29.18']",23 Apr 2018
"PRIGODA, Kirill",1995,Russia,2:01.61,"['26.43', '32.88', '33.81', '28.49']",13 Jun 2018
"MATTEAZZI, Massimiliano",1999,Italy,2:01.62,"['26.74', '31.52', '34.51', '28.85']",1 Jul 2018
"MCFADZEN, James",1999,Great Britain,2:01.81,"['26.01', '31.36', '34.01', '30.43']",8 Apr 2018
"SZWEDZKI, Dawid",1994,Poland,2:01.85,"['27.06', '32.04', '33.76', '28.99']",26 May 2018
"BARTA, Marton",1999,Hungary,2:01.90,"['26.48', '31.14', '1:04.']",29 Mar 2018
"STACCHIOTTI, Raphael",1992,Luxembourg,2:01.99,"['25.37', '32.87', '35.08', '28.67']",5 Aug 2018
"TELEGDY, Adam",1995,Hungary,2:02.01,"['26.44', '30.51', '1:05.']",29 Mar 2018
"TOERNQVIST, Samuel",1997,Sweden,2:02.03,"['26.24', '31.20', '34.84', '29.75']",8 Jul 2018
"SKAANING, Daniel",1993,Denmark,2:02.09,"['25.48', '30.41', '36.25', '29.95']",14 Apr 2018
"AYDIN, Metin",1995,Turkey,2:02.34,"['26.46', '30.40', '34.95', '30.53']",5 Aug 2018
"DERACHE, Alexandre",1998,France,2:02.34,"['25.68', '31.95', '36.42', '28.29']",22 Dec 2018
"GORBUNOV, Dmitry",1991,Russia,2:02.35,"['25.97', '31.05', '35.55', '29.78']",22 Apr 2018
"VALIAKHMETOV, Eduard",1999,Russia,2:02.36,"['26.45', '32.74', '34.37', '28.80']",13 Jul 2018
"BURDISSO, Federico",2001,Italy,2:02.38,"['25.01', '32.13', '36.39', '28.85']",12 Aug 2018
"COHEN GROUMI, Gal",2002,Israel,2:02.41,"['25.98', '31.94', '35.33', '29.16']",8 Oct 2018
"GRIFFIN, Ben",1996,Ireland,2:02.43,"['26.78', '31.24', '34.75', '29.66']",27 Jul 2018
"VUORELA, Teemu",1994,Finland,2:02.48,"['26.29', '32.18', '34.58', '29.43']",8 Apr 2018
"STABER, Patrick",1996,Austria,2:02.51,"['25.99', '30.98', '1:05.']",29 Mar 2018
"LAURE, Guillaume",1996,France,2:02.51,"['26.59', '31.79', '35.45', '28.68']",23 May 2018
"PELIZZARI, Matteo",1991,Italy,2:02.54,"['26.40', '32.54', '34.37', '29.23']",12 Apr 2018
"FOFANOV, Maksim",2002,Russia,2:02.55,"['26.95', '31.24', '35.35', '29.01']",23 Apr 2018
"LOPES, Jose Paulo",2000,Portugal,2:02.55,"['26.76', '30.07', '36.23', '29.49']",6 Jul 2018
"SUCHKOV, Egor",1997,Russia,2:02.59,"['26.06', '31.98', '34.60', '29.95']",22 Apr 2018
"BERRY, Theo",1997,France,2:02.59,"['26.32', '31.18', '35.28', '29.81']",23 May 2018
"GYURTA, Gergely",1991,Hungary,2:02.64,"['27.01', '31.59', '35.65', '28.39']",14 Apr 2018
"BRIVIO, Emanuele",1998,Italy,2:02.65,"['25.70', '30.89', '36.40', '29.66']",1 Jul 2018
"WEDEL, Kevin",1994,Germany,2:02.68,"['26.45', '31.61', '35.40', '29.22']",14 Apr 2018
"CHRISTOU, Apostolos",1996,Greece,2:02.72,[],23 Feb 2018
"MATTEAZZI, Pier Andrea",1997,Italy,2:02.73,"['27.43', '31.12', '35.22', '28.96']",12 Apr 2018
"PARKINSON, Jarvis",1998,Great Britain,2:02.77,"['26.76', '31.96', '35.00', '29.05']",3 Mar 2018
"GUY, James",1995,Great Britain,2:02.79,"['25.56', '31.49', '37.19', '28.55']",3 Mar 2018
"RENARD, Geoffrey",1997,France,2:02.81,"['26.29', '30.89', '35.73', '29.90']",23 May 2018
"LAHODA, Jakub",2000,Czech Republic,2:02.88,"['26.82', '31.81', '35.32', '28.93']",5 Jul 2018
"STOLK, Kyle",1996,Netherlands,2:02.90,"['25.90', '31.60', '35.53', '29.87']",8 Apr 2018
"HENTSCHEL, Paul",1997,Germany,2:02.95,"['26.45', '31.29', '37.00', '28.21']",22 Jul 2018
"CHUPKOV, Anton",1997,Russia,2:03.07,"['26.60', '32.73', '32.63', '31.11']",14 Sep 2018
"BALABUCH, Krystian",1995,Poland,2:03.12,"['26.33', '31.04', '35.32', '30.43']",26 May 2018
"GIGLER, Heiko",1996,Austria,2:03.13,"['26.94', '31.19', '35.31', '29.69']",22 Apr 2018
"WILLIAMS, Brodie",1999,Great Britain,2:03.15,"['26.96', '30.54', '35.39', '30.26']",12 Jan 2018
"ZOMBORI, Gabor",2002,Hungary,2:03.16,"['26.97', '30.82', '1:05.']",29 Mar 2018
"GLADCHENKO, Denis",1998,Russia,2:03.17,"['26.76', '33.89', '33.70', '28.82']",22 Apr 2018
"GORBUNOV, Dimitrij",1991,Russia,2:03.17,"['26.39', '31.29', '35.19', '30.30']",30 Jun 2018
"MARCIANO, Fabien",1993,Italy,2:03.23,"['25.75', '32.50', '35.89', '29.09']",12 Apr 2018
"HELMBACHER, Samy",1998,France,2:03.25,"['26.47', '32.67', '35.28', '28.83']",23 May 2018
"KOS, Hubert",2003,Hungary,2:03.26,"['26.14', '30.53', '38.06', '28.53']",2 Dec 2018
"KOZMA, Dominik",1991,Hungary,2:03.27,"['25.34', '33.01', '35.40', '29.52']",2 Mar 2018
"LAWRIE, Callum",1998,Great Britain,2:03.27,"['26.91', '32.05', '34.66', '29.65']",28 Jul 2018
"BIDARD, Clement",2001,France,2:03.29,"['59.68', '1:03.']",25 Nov 2018
"ZOBEL, Marius",1999,Germany,2:03.30,"['26.87', '31.86', '35.99', '28.58']",8 Apr 2018
"PAPASTAMOS, Apostolos",2001,Greece,2:03.32,"['27.04', '31.32', '35.63', '29.33']",5 Jul 2018
"GREENOW, Jacob",1999,Great Britain,2:03.33,"['26.94', '31.12', '35.65', '29.62']",28 Jul 2018
"SOKOLOV, Nikolay",1997,Russia,2:03.33,"['27.63', '31.42', '34.96', '29.32']",8 Sep 2018
"BROWN, James",1997,Great Britain,2:03.34,"['26.20', '31.79', '35.56', '29.79']",10 Apr 2018
"DUDAS, Daniel",1994,Hungary,2:03.40,"['26.10', '32.37', '35.96', '28.97']",8 Sep 2018
"BRATANOV, Kaloyan D",2000,Bulgaria,2:03.42,"['26.32', '32.86', '35.51', '28.73']",5 Jul 2018
"TOMAC, Mewen",2001,France,2:03.42,"['26.88', '31.04', '36.34', '29.16']",22 Dec 2018
"ORNEK, Alpkan",1995,Turkey,2:03.43,"['27.05', '31.56', '35.38', '29.44']",21 Apr 2018
"KANTH, Linus",1991,Sweden,2:03.46,"['26.83', '32.13', '34.10', '30.40']",8 Apr 2018
"BONDAVALLI, Mattia",1996,Italy,2:03.46,"['26.95', '31.27', '35.47', '29.77']",12 Apr 2018
"POLONSKY, Ron",2001,Israel,2:03.46,"['26.73', '32.16', '35.05', '29.52']",6 Jul 2018
"FOSSI, Claudio",1989,Italy,2:03.47,"['26.43', '32.38', '34.62', '30.04']",12 Apr 2018
"TAROCCHI, Lorenzo",1995,Italy,2:03.47,"['27.15', '31.36', '35.06', '29.90']",12 Aug 2018
"STRAZDAS, Povilas",1996,Lithuania,2:03.54,"['26.14', '31.79', '35.49', '30.12']",8 Apr 2018
"GROENHART, Jari",2000,Netherlands,2:03.54,"['27.17', '30.79', '36.07', '29.51']",5 Jul 2018
"PONS RAMON, Joan Lluis",1996,Spain,2:03.54,"['27.57', '31.47', '35.12', '29.38']",15 Jul 2018
"VELLUTI, Andrea",1992,Italy,2:03.57,"['26.40', '31.76', '35.76', '29.65']",12 Apr 2018
"ROHMBERGER, Thomas",1997,Germany,2:03.58,"['26.31', '32.15', '36.29', '28.83']",21 Apr 2018
"ZIEMANN, Felix",1997,Germany,2:03.61,"['26.38', '32.04', '36.09', '29.10']",14 Apr 2018
"SHCHERBAKOV, Dmitry",1996,Russia,2:03.63,"['25.87', '31.35', '34.81', '31.60']",22 Apr 2018
"TESLENKO, Illya",1995,Ukraine,2:03.65,"['26.28', '32.48', '36.68', '28.21']",14 Apr 2018
"LESTINGI, Damiano",1989,Italy,2:03.70,"['27.23', '31.33', '36.62', '28.52']",12 Aug 2018
"MESZAROS, Mark",1994,Hungary,2:03.71,"['26.11', '32.67', '1:04.']",29 Mar 2018
"DIOLI, Luca Angelo",1988,Italy,2:03.73,"['26.48', '32.58', '35.53', '29.14']",12 Apr 2018
"DOMVILLE, Matthew",1997,Great Britain,2:03.75,[],2 Aug 2018
"RAMIREZ, Alejandro Garcia",1998,Spain,2:03.78,"['26.11', '31.84', '36.03', '29.80']",15 Jul 2018
"HUTCHISON, Charlie",2002,Great Britain,2:03.82,"['26.67', '31.54', '35.47', '30.14']",28 Jul 2018
"MEIER, Christoph",1993,Liechtenstein,2:03.86,"['26.37', '31.74', '35.12', '30.63']",5 Aug 2018
"POLLING, Dominic",1997,Great Britain,2:03.86,"['26.07', '32.24', '35.10', '30.45']",29 Nov 2018
"CLOUGH, George",1999,Great Britain,2:03.91,"['26.90', '31.71', '34.93', '30.37']",15 Apr 2018
"KALNINS, Uvis",1993,Latvia,2:03.92,"['26.45', '31.74', '35.56', '30.17']",3 Mar 2018
"MARCHAND, Leon",2002,France,2:03.95,"['1:00.', '1:03.']",21 Dec 2018
"BURBAN, Corentin",1998,France,2:03.97,"['25.89', '31.67', '37.18', '29.23']",23 May 2018
"FERS ERZEN, Anze",1999,Slovenia,2:04.00,"['27.71', '31.84', '35.82', '28.63']",27 Jul 2018
"DANOS, Nikolaos",2000,Greece,2:04.03,[],21 Jul 2018
"SERES, Edwin",1995,Hungary,2:04.08,"['26.12', '31.95', '1:06.']",29 Mar 2018
"SYOUD, Jaouad",1999,France,2:04.08,"['26.57', '31.89', '36.11', '29.51']",23 May 2018
"TROFIMOV, Ivan",1992,Russia,2:04.10,"['25.94', '31.14', '36.36', '30.66']",22 Apr 2018
"GOODBURN, Archie",2001,Great Britain,2:04.14,"['26.70', '32.83', '35.16', '29.45']",28 Jul 2018
"PONTI, Noe",2001,Switzerland,2:04.20,"['26.28', '31.24', '36.67', '30.01']",8 Oct 2018
"CERVI, Riccardo",1996,Italy,2:04.21,"['26.48', '33.45', '34.98', '29.30']",12 Apr 2018
"ZBUTOWICZ, Karol",1998,Poland,2:04.24,"['26.62', '30.85', '35.77', '31.00']",26 May 2018
"CHIOTIS, Panagiotis",1996,Greece,2:04.28,[],23 Feb 2018
"PAVLOV, Ivan",1990,Russia,2:04.32,"['27.16', '31.23', '36.37', '29.56']",22 Apr 2018
"ZOTOV, Alexander",1998,Russia,2:04.35,"['26.52', '31.65', '36.54', '29.64']",22 Apr 2018
"MULKERS, Lander",2000,Belgium,2:04.35,"['26.94', '31.03', '36.76', '29.62']",11 May 2018
"SIDLAUSKAS, Andrius",1997,Lithuania,2:04.38,"['26.10', '34.07', '34.23', '29.98']",8 Apr 2018
"STRAVIUS, Jeremy",1988,France,2:04.41,"['25.65', '31.47', '38.62', '28.67']",20 Jan 2018
"ALKAN, Samet",1998,Turkey,2:04.42,"['26.58', '32.27', '36.87', '28.70']",23 Jun 2018
"MARIC, Ognjen",2000,Croatia,2:04.51,"['26.63', '32.17', '36.65', '29.06']",5 Jul 2018
"CONDE, Alvaro Lopez",1992,Spain,2:04.54,"['27.09', '31.48', '36.29', '29.68']",9 Apr 2018
"VANLUCHENE, Emmanuel",1992,Belgium,2:04.62,"['25.72', '30.78', '38.08', '30.04']",20 Jan 2018
"RAMOS, Bruno Miguel",1997,Portugal,2:04.66,"['26.90', '32.12', '37.18', '28.46']",24 Mar 2018
"QUINN, Gerry",1998,Ireland,2:04.69,"['26.54', '31.21', '37.79', '29.15']",7 Apr 2018
"HEUNINCK, Maarten",2000,Belgium,2:04.70,"['26.31', '31.69', '35.59', '31.11']",27 Jul 2018
"LULEK, William",1998,Sweden,2:04.71,"['27.55', '32.05', '36.01', '29.10']",8 Jul 2018
"MANETSCH, Lucas",1996,Switzerland,2:04.73,"['27.15', '32.85', '34.25', '30.48']",8 Apr 2018
"BUJAK, Dominik",1999,Poland,2:04.73,"['27.12', '31.51', '36.03', '30.07']",26 May 2018
"KALUSOWSKI, Jan",2000,Poland,2:04.73,"['26.77', '34.05', '34.56', '29.35']",21 Jul 2018
"MIHALIC, David",1999,Slovenia,2:04.74,"['27.83', '32.63', '35.97', '28.31']",27 Jul 2018
"MILLI, Matteo",1989,Italy,2:04.76,"['27.06', '31.38', '36.54', '29.78']",22 Jul 2018
"BERECZ, Balazs",2000,Hungary,2:04.77,"['26.79', '32.50', '1:05.']",29 Mar 2018
"LIMOZIN, Emmanuel",1996,France,2:04.78,"['26.51', '32.90', '36.70', '28.67']",23 May 2018
"KHODATSKII, Kristian",1999,Russia,2:04.81,"['26.23', '31.68', '37.10', '29.80']",13 Jun 2018
"CARAZO BARBERO, Alonso",2000,Spain,2:04.83,"['26.35', '33.37', '35.57', '29.54']",8 Apr 2018
"CHRAPAVY, Filip",1999,Czech Republic,2:04.83,"['27.32', '33.45', '34.39', '29.67']",12 Jul 2018
"FLOHR, Julius",1995,Germany,2:04.84,"['26.60', '32.24', '36.18', '29.82']",22 Jul 2018
"KRASOCHKA, Viktar",1996,Belarus,2:04.91,"['26.00', '33.14', '36.91', '28.86']",2 Feb 2018
"MAJCHRZAK, Kacper",1992,Poland,2:04.91,"['26.93', '34.13', '36.21', '27.64']",8 Apr 2018
"PAULSSON, Adam",1995,Sweden,2:04.93,"['27.94', '33.12', '34.94', '28.93']",8 Apr 2018
"CORBY, Alan",1997,Ireland,2:04.95,"['26.66', '32.52', '35.85', '29.92']",27 Jul 2018
"VELOSO, Tomas Miguel",1996,Portugal,2:04.98,"['27.00', '33.10', '35.29', '29.59']",17 Mar 2018
"RECK, Ruben",1996,Germany,2:04.98,[],15 Apr 2018
"HANSON, Robin",2001,Sweden,2:04.99,"['26.35', '32.04', '37.91', '28.69']",8 Apr 2018
"GROPPER, Guy",1998,Israel,2:05.00,[],25 Apr 2018
"CAPURSO, Nicolo'",1992,Italy,2:05.00,"['27.30', '31.93', '35.92', '29.85']",12 Aug 2018
"PERSSON, Erik",1994,Sweden,2:05.01,"['26.98', '33.03', '34.48', '30.52']",28 Jan 2018
"BROMER, Viktor B.",1993,Denmark,2:05.05,"['26.02', '33.07', '35.83', '30.13']",14 Apr 2018
"WAGROWSKI, Marcel",1999,Poland,2:05.05,"['26.54', '31.45', '37.73', '29.33']",26 May 2018
"CUBILLAS GIL, Izan",2000,Spain,2:05.07,"['27.29', '32.12', '36.90', '28.76']",8 Apr 2018
"ELMGREEN, Andreas Kaas",1999,Denmark,2:05.08,"['26.96', '31.70', '36.66', '29.76']",14 Jul 2018
"MITYUKOV, Roman",2000,Switzerland,2:05.11,"['25.54', '30.66', '39.27', '29.64']",20 Jul 2018
"DAL MASO, Filippo",1999,Italy,2:05.11,"['26.82', '32.07', '36.64', '29.58']",12 Aug 2018
"JOERGENSEN, Jacob M.",1997,Denmark,2:05.13,"['27.32', '33.54', '35.68', '28.59']",14 Apr 2018
"SARPE, Pietro Paolo",2000,Italy,2:05.15,"['26.98', '30.74', '38.05', '29.38']",12 Aug 2018
"LOMBINI, Fabio",1998,Italy,2:05.16,"['26.09', '33.27', '36.99', '28.81']",9 Jun 2018
"MATTENET, Emilien",2000,France,2:05.17,"['27.48', '31.96', '36.70', '29.03']",23 May 2018
"PERNER, Nico",1998,Germany,2:05.21,"['26.98', '33.15', '35.30', '29.78']",15 Apr 2018
"DELKESKAMP, Jan",1999,Germany,2:05.21,"['27.17', '34.51', '34.00', '29.53']",22 Jul 2018
"ROGIC, Kristofer Marijan",1999,Croatia,2:05.21,"['26.12', '31.75', '37.38', '29.96']",26 Jul 2018
"ELLEGAARD, Arthur Dalen",2001,Denmark,2:05.22,"['27.19', '32.31', '36.74', '28.98']",5 Jul 2018
"RINDSHOEJ, Frederik",1999,Denmark,2:05.23,"['26.89', '34.65', '34.53', '29.16']",14 Apr 2018
"LYTVYNOK, Yegor",1993,Ukraine,2:05.27,"['26.96', '31.66', '36.48', '30.17']",14 Apr 2018
"TSCHABUSCHNIG, Alexandre",1995,Switzerland,2:05.28,"['26.11', '32.11', '35.41', '31.65']",8 Apr 2018
"ROUAULT, Pierre",1995,France,2:05.29,"['27.32', '31.70', '36.76', '29.51']",23 May 2018
"WALTON, Martyn",1997,Great Britain,2:05.35,"['26.40', '31.29', '37.50', '30.16']",3 Mar 2018
"MASLOV, Andrey",1995,Russia,2:05.39,"['25.91', '32.16', '36.44', '30.88']",22 Apr 2018
"JERVIS, Daniel O",1996,Great Britain,2:05.39,[],21 Apr 2018
"ISAEV, Sergei",2001,Russia,2:05.42,"['27.00', '32.34', '36.04', '30.04']",23 Apr 2018
"NDOYE BROUARD, Yohann",2000,France,2:05.42,"['26.64', '31.41', '36.63', '30.74']",23 May 2018
"FERRARIO, Marco",2000,Italy,2:05.43,"['27.29', '31.98', '35.81', '30.35']",22 Jul 2018
"NAVEA SORANDO, Mario",1995,Spain,2:05.44,"['26.83', '33.01', '36.03', '29.57']",21 Dec 2018
"ZELIC, Filip",1993,Croatia,2:05.45,"['26.09', '31.59', '37.41', '30.36']",10 Mar 2018
"TAVOLETTA, Raffaele",1996,Italy,2:05.45,"['25.60', '31.96', '37.57', '30.32']",12 Apr 2018
"LASSERRE, Kevin",1998,France,2:05.45,"['26.32', '32.33', '35.98', '30.82']",23 May 2018
"BIKEEV, Timur",1999,Russia,2:05.48,"['26.46', '32.56', '36.55', '29.91']",22 Apr 2018
"NIKOLOV, Svetlozar",2000,Bulgaria,2:05.49,"['27.27', '32.36', '36.07', '29.79']",25 Mar 2018
"CARAZO BARBERO, Gonzalo",1996,Spain,2:05.50,"['27.70', '33.92', '34.85', '29.03']",21 Dec 2018
"CASTEJON RAMIREZ, Alex",1998,Spain,2:05.52,"['27.57', '32.94', '36.23', '28.78']",29 Jul 2018
"BECK, Sebastian",2000,Germany,2:05.56,"['27.07', '31.90', '38.32', '28.27']",21 Apr 2018
"LA ROCCO, Antonio",1999,Italy,2:05.59,"['27.43', '32.90', '36.15', '29.11']",1 Jul 2018
"BOBAR, Aleksa",1999,Serbia,2:05.61,"['59.06', '1:06.']",21 Jul 2018
